term,frequency
trayectorio,1
base,1
reflexionem,1
menos,1
demoro,1
fiscal,1
pedido,1
verificar,1
necesitado,1
sucedio,1
devolverno,1
yoapoyoayundo,1
torturar,1
entretenimiento,1
electrico,1
humorandanimals,1
contenido,1
modalidad,1
observo,1
tweet,1
respecto,1
reordenamiento,1
chernandezy,1
pasa,1
linea,1
coherente,1
acercaste,1
encontraste,1
cesar,1
quitonecesitauncambio,1
decepcionir,1
coordinado,1
adecuado,1
robar,1
shyrys,1
mochilo,1
vidrio,1
recorridir,1
permitido,1
cabl,1
unicamente,1
teleamazona,1
ultima,1
debatir,1
verguenza,1
crack,1
10christianlara,1
etico,1
abuso,1
romper,1
indignacion,1
zapata,1
dejaste,1
agente,1
huella,1
prueba,1
imborrable,1
bitri1964,1
elnacionaloys,1
infernalrojo,1
pase,1
arreglar,1
brindir,1
desparasitacion,1
bonito,1
acuerda,1
material,1
bibliotecanacional,1
sonreir,1
miren,1
eleccionesec2019,1
bús,1
postal,1
proposito,1
inspira,1
honestamente,1
terminos,1
asertivo,1
disculpar,1
cuenco,1
felizjuev,1
problematica,1
doble,1
llevare,1
vacunacion,1
comenzar,1
novela,1
ingratar,1
rodolfoasar,1
adversario,1
injuriar,1
avisar,1
declaración,1
gallado,1
restringido,1
aloag,1
acta,1
conteo,1
acudio,1
pipo,1
amarrar,1
bloque,1
perfil,1
provincias,1
pionera,1
multipl,1
faceta,1
canino,1
pasear,1
quinz,1
ventaja,1
tendrio,1
ecuadorelige2019,1
votoec,1
comunicador,1
sintonia,1
radial,1
recibirno,1
olvide,1
brazo,1
estratega,1
tradicional,1
moderno,1
victoria,1
artifice,1
yepez,1
andreo,1
incondicional,1
transformamoselmayoristadequito,1
escrutado,1
caravana,1
empapelar,1
rival,1
descalificar,1
center,1
troll,1
darar,1
preocupacion,1
producido,1
paseo,1
ecuadorescarnaval,1
quitocarnaval2019,1
ramar,1
destaques,1
sientes,1
atento,1
sensible,1
energico,1
poses,1
obligado,1
mentirós,1
armar,1
denunciar,1
ambientalisto,1
desacreditar,1
mentirosa,1
totalmente,1
trav,1
soastibrother,1
gratuito,1
eeuu,1
migrant,1
desinteresado,1
encanta,1
odio,1
desaparecer,1
str,1
entorno,1
ecuavisa,1
tendra,1
taxi,1
acompano,1
recibirar,1
frente,1
artigar,1
surdequito,1
estrategico,1
difundimos,1
exclusivo,1
vaya,1
cheverar,1
reina,1
tipo,1
super,1
houston,1
vuelo,1
conoci,1
infiernorojoec1,1
marearojaec,1
canalrtu,1
apoyado,1
alexandracast80,1
gabobedon,1
amparitoparaquito,1
enel2019todo19,1
narvaez,1
amparito,1
meme,1
empezar,1
amcquito,1
institución,1
bravo,1
desaparecido,1
droga,1
magnifico,1
padrino,1
patita,1
completamente,1
gallo,1
tocar,1
origen,1
desempleado,1
simplemente,1
sensibilizado,1
ambicioso,1
aire,1
buenosdiasamerico,1
regule,1
racionalizar,1
evite,1
comenzado,1
panorama,1
analizar,1
abusar,1
miranos,1
calificado,1
acompana,1
cuidados,1
pichinchano,1
duerme,1
sueno,1
educado,1
dulce,1
cachorrita,1
hermosa,1
construirer,1
line,1
conectado,1
trenes,1
dare,1
loján,1
domicilio,1
hara,1
atra,1
yundaes,1
manabi,1
indicar,1
moyo,1
encuentro,1
madurez,1
yosry2012,1
rienda,1
serviras,1
extensión,1
elección,1
preveiar,1
original,1
aprender,1
linda,1
distritosur,1
exelente,1
concejales,1
rotundo,1
ayundo,1
gamavisionecu,1
homero,1
impresionante,1
oscarhoyos,1
cuento,1
lanoticiaensuceso,1
almuerzo,1
cumbayar,1
machachi,1
conectar,1
pregunte,1
opinar,1
horonda,1
yoooo,1
quitoamigootravez,1
raya,1
loromero,1
experto,1
conformar,1
pucir,1
guaguo,1
goldir,1
ayudemos,1
tren,1
temo,1
facilitar,1
analisis,1
aereo,1
pasajero,1
laradioredondir,1
culpa,1
echar,1
nuevamente,1
habrio,1
mem,1
militar,1
broma,1
firma,1
recoger,1
permitio,1
critica,1
testigo,1
renunciar,1
certificar,1
club,1
salvo,1
despotricar,1
equivoco,1
hinchado,1
desinformar,1
observación,1
equivocado,1
queriar,1
plata,1
hermana,1
centavo,1
parques,1
devolvera,1
debate,1
pacomoncayo,1
juanmanuelaguirrir,1
emprendimiento,1
respetado,1
conviccion,1
entero,1
volvera,1
convencido,1
filmar,1
comun,1
arrastrar,1
seguia,1
ciencia,1
metropolitabo,1
policia,1
terrible,1
patofortuny,1
interes,1
honradez,1
depquito,1
fama,1
colonial,1
imagino,1
invertido,1
correcto,1
plantear,1
llevado,1
caracterizar,1
aguantamijin,1
arquitectonico,1
10h30,1
segmento,1
graciasquito,1
descendido,1
todatodo19,1
presentir,1
regula,1
diro,1
serie,1
politiquero,1
usuario,1
humilde,1
sufragar,1
guaranda,1
respectivo,1
derrocado,1
gestionado,1
temar,1
elnacional,1
entrado,1
hormigon,1
pavimentado,1
alcantarillado,1
decado,1
jajajajajar,1
esquina,1
moreno,1
garcia,1
xxiii,1
recibirnos,1
darno,1
prometo,1
deberio,1
biblioteca,1
nan,1
mejorariar,1
diseno,1
sumado,1
contenedor,1
inclusivo,1
